,description,price
21803,"This wine features thick, luscious tones and bright notes of forest fruit and underbrush. There's a tight, bold quality to the tannins that suggests this wine needs more time to age. Give it 10 more years, as its very dense and masculine in the mouth.",67.0
21804,"An attractive, rich style of Brunello with loads of aromatic intensity. There's cherry liqueur, rum cake, cola, toasted almond, savory spice, cured meat and tobacco. A pure, clean, long, silky close displays good structure and acidity. Drink after 2016.",82.0
21805,"Dense, lush and bold, this wine shows red cherry, blackberry, rum cake, cinnamon spice and dark chocolate. The wine's concentration is particularly attractive and adds momentum to the already long finish. Easy, soft and almost ready to drink now.",45.0
21806,"Marked by chocolate, leather, tobacco, espresso, dark licorice and loads of pretty blackberry fruit, this is a defined, focused wine with a crisp, pristine personality.",
21809,"A very dusty, dry expression of Brunello, with tones of crushed stone and talcum powder. It's nice when a wine adds that mineral touch at the back of red fruit and spice, as it gives the bouquet firmness and backbone. Cherry, blackberry, cola and rum cake are all there. The mouthfeel is structured, dry and compact.",50.0
21840,"This Brunello opens with a sweet nose of bright cherry fruit, mocha and vanilla bean. The wine's flavors are more savory, with some background notes of forest floor and wild mushroom. The mouthfeel is firm and steady, but also fresh and compact.",50.0
21842,"This Brunello Riserva is defined by a layer of coffee and espresso that peels back nicely to reveal dark fruit, cassis, leather and tobacco. It's smooth, ripe, fresh and structured.",80.0
21843,"Bright and plump, very lively Sangiovese fruit. There's smooth richness and great staying power to the wine's black fruit and exotic spice.",42.0
21844,"This wine presents a dark wall of inky concentration with aromas of ripe fruit and raw cherry. There are earthy tones in the background that are characteristic of Sangiovese, with floral and menthol nuances as well. The tannins are firm and polished.",52.0
21846,"This unique expression of Sangiovese Grosso is influenced by oak tones to produce aromas of Spanish cedar and sandalwood, giving the bouquet a rich personality. Bold fruit tones of cherry and blackberry also come into focus, and the wine is surprisingly firm in the mouth.",
21847,"Youthful fruit tones of cherry and raw blackberry set the stage. Those bold fruit layers will evolve slowly with more cellar aging, integrating with the light spice, tobacco, cedar and earth. The mouthfeel is bold, round and long-lasting.",42.0
21849,"An older vintage, the 2004 Rendola opens with notes of ripe fruit, pressed flowers, exotic spice, leather and licorice, with a clean, polished mouthfeel.",
21858,"Darkly concentrated, boldly aromatic and intense, this pretty Brunello delivers modern aromas of chocolate, espresso bean, ripe fruit, blackberry and rum cake. The mouthfeel is smooth and rich, and the wine maintains its momentum thanks to the softness of its texture.",60.0
21859,"The wine gives an impression of being supple and soft, at least on the nose, but you can feel the firm structure in the mouth. The quality of the tannins is dusty, firm and unyielding at this early stage. Drink in 5–10 years.",
21860,"A Brunello on the bold and ripe side, with smoked bacon, blackberry, sweet spice, rum cake and black licorice. It shows impressive staying power. It's tannic, firm and ready for a long aging future ahead.",
21862,"This elegant Brunello opens to a lean, streamlined style. The garnet color is true to the Sangiovese variety and so are the wine's aromas of forest berry, earth and pressed flower. You'll like the bright, soft close, with its tiny touch of fruity sweetness.",140.0
21863,"This Brunello opens with inky, dark concentration and ripe aromas of prune, plum and blackberry. It's packed tight with savory spices, such as ground clove and cardamom, and it also offers a full load of ripe (but not jammy) black fruit. It feels thick and textured on the palate, with tannins that will soften with 5–10 more years of bottle aging. There's a touch of cherry sweetness on the close.",110.0
21864,"A ripe sweet style, with blackberry and cherry liqueur, leather, tobacoo, rum cake and graham cracker. This wine's polished, distinctive finish features a rich, velvety feel.",70.0
21866,"Bold fruit and oak-driven notes display broad brush strokes of cherry, clove, cinnamon and vanilla bean. Smooth, rich velvety mouthfeel. This is still young, fruity and vinous; let it age 10 years or more.",70.0
21868,"Brunello Voliero is a dark and savory wine that is packed tight with red berry, cherry liqueur, toasted spice, leather and lasting tones of dried tobacco and cigar box. Three years of aging in large oak casks has helped shape a soft, velvety and polished mouthfeel.",55.0
21869,"Garnet-ruby in color, with hues of amber at the rim. Oak tones of spice and toasted nut still need time to integrate. The wine is bright and slightly astringent, with a firm, polished disposition, but has nice fruit tones of currant and cassis. Give it a few more years in the cellar.",55.0
21901,"Poggio al Vento (from the 2004 vintage) shows smoky and savory notes of forest floor, bramble, cured meat, barbecue spice and teriyaki sauce. The wine is compact in the mouth, with polished tannins.",150.0
21907,"This Brunello opens with floral notes of pressed red rose and clay soil. Bright fruit, blackberry, leather and tobacco aromas are framed by firm tannins.",130.0
21908,"Smoky overtones of barbecue and pipe tobacco fill in the background and provide a platform for all the busy cherry and ripe berry notes presented on the nose. It's a big, bold style with loads of savory spice, black pepper and smoked bacon. Drink after 2015.",65.0
21909,"Bright, buoyant delivery with the kind of aromas that pop. Think cola, balsam, eucalyptus, dried ginger and crushed black pepper. The fruit is subtle and delicate, reminiscent of forest berry and cassis. The wine's structure is firm and solid without being too biting and there's fresh acidity, too.",50.0
21910,"Mineral tones and oak tones will integrate with time. With the wine's other notes of black cherry, licorice, bresaola, white pepper and black currant. Beautiful harmony and intensity, with a firm, silky signature on the finish.",40.0
21911,"This wine offers some cola, sage and fresh menthol notes. It's an elegant package with aromatic intensity, balanced acidity and firm, tight structure. The wine is lean, compact and tight and needs another 5–10 years to come into focus.",61.0
21912,"Dark fruit and fresh oak tones still need time to integrate—give this Brunello a few more years of bottle age. Chocolate, exotic spice, cherry, blackberry, leather and pipe tobacco on the nose; smooth berry richness and a tight, firm feel in the mouth.",45.0
21913,"Pretty floral notes rise to the top: lavender and pressed rose. That intense floral element gives the wine an elegant, sophisticated personality that's tight and structured, with great balance between firm tannins and bright acidity.",60.0
21914,"Bold and concentrated, with a dark, extracted appearance and tones of ripe fruit and spice. There are savory notes of barbecue sauce and cured bacon as well. The wine is thick and full in the mouth, with textured tannins and an extroverted personality. Drink after 2018.",59.0
21915,"This is a broad, masculine Brunello with layers of spice, leather, Spanish cedar, cola and cured meat. The mouthfeel is streamlined and elegant, with crisp acidity and a solidly tannic base.",60.0
21918,"Here's an oak-driven Brunello that needs time to evolve—give it five years or more. Glimmers of bright fruit emerge despite the presence of toasted almond, cedar wood and vanilla extract. The wine is concentrated with soft tannins and a lovely rich feel in the mouth.",40.0
